"Name","State","Notes","User","Tags","Created","Runtime","Sweep","analysis","config","data.group1","data.group2","data.name","data.purity","data.root","data.subset","evaluator.method","evaluator.model","evaluator.n_hypotheses","inv_diff.analysis","inv_diff.clip_model","inv_diff.image_embedding_filepath","inv_diff.image_path_index_filepath","inv_diff.inverse_cca.ktype","inv_diff.inverse_cca.type","inv_diff.knowledge_bank_embedding_filepath","inv_diff.knowledge_bank_filepath","inv_diff.method","project","seed","wandb","Group A/acc@1","Group A/acc@5","Group A/acc@N","time/load_config_and_data_minutes","time/load_config_and_data_seconds","time/propose_rank_elapsed_time_extract_clip_img_embeds_minutes","time/propose_rank_elapsed_time_extract_clip_img_embeds_seconds","time/propose_rank_elapsed_time_extract_vocab_filtering_cls0_minutes","time/propose_rank_elapsed_time_extract_vocab_filtering_cls0_seconds","time/propose_rank_elapsed_time_extract_vocab_filtering_cls1_minutes","time/propose_rank_elapsed_time_extract_vocab_filtering_cls1_seconds","time/propose_rank_elapsed_time_extract_vocab_filtering_minutes","time/propose_rank_elapsed_time_extract_vocab_filtering_seconds","time/propose_rank_elapsed_time_inverse_cca_cls0_minutes","time/propose_rank_elapsed_time_inverse_cca_cls0_seconds","time/propose_rank_elapsed_time_inverse_cca_cls1_minutes","time/propose_rank_elapsed_time_inverse_cca_cls1_seconds","time/propose_rank_elapsed_time_standardization_minutes","time/propose_rank_elapsed_time_standardization_seconds","time/total_propose_rank_minutes","time/total_propose_rank_seconds","time/total_runtime_minutes","time/total_runtime_seconds"
"MimicCxrImageSets","finished","-","","","2026-03-30T23:19:54.000Z","7","","partial","configs/sweep_mimic_cxr_purity1.0_seed0/29_hard.yaml","Focal lucency or cavitary lung lesion","Localized lung opacity","MimicCxrImageSets","1","./data/datasets/mimic_cxr_imagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","data/knowledge_banks/mimic/mimic_image_embeddings.npy","data/knowledge_banks/mimic/mimic_image_path_to_idx.json","gaussian","cca","data/knowledge_banks/mimic/mimic_knowledge_bank_embeddings.npy","data/knowledge_banks/mimic/mimic_knowledge_bank.json","InvDiff","MimicCxrImageSets","0","true","0.5","0.5","0.5","0.017636191844940186","1.0581715106964111","7.669130961100261e-7","0.00004601478576660156","0.0001473665237426758","0.008841991424560547","4.76837158203125e-8","0.00000286102294921875","0.00014744997024536134","0.00884699821472168","0.0055114070574442545","0.3306844234466553","5.1657358805338543e-8","0.0000030994415283203125","0.00002922217051188151","0.0017533302307128906","0.013697059949239096","0.8218235969543457","0.04246519406636556","2.5479116439819336"
"MimicCxrImageSets","finished","-","","","2026-03-30T23:19:41.000Z","6","","partial","configs/sweep_mimic_cxr_purity1.0_seed0/28_hard.yaml","Pulmonary nodules or lung mass","Localized lung opacity","MimicCxrImageSets","1","./data/datasets/mimic_cxr_imagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","data/knowledge_banks/mimic/mimic_image_embeddings.npy","data/knowledge_banks/mimic/mimic_image_path_to_idx.json","gaussian","cca","data/knowledge_banks/mimic/mimic_knowledge_bank_embeddings.npy","data/knowledge_banks/mimic/mimic_knowledge_bank.json","InvDiff","MimicCxrImageSets","0","true","0","1","1","0.015067156155904132","0.904029369354248","7.62939453125e-7","0.0000457763671875","0.00014585653940836588","0.008751392364501953","4.76837158203125e-8","0.00000286102294921875","0.0001459320386250814","0.008755922317504883","0.006990540027618408","0.4194324016571045","5.5631001790364584e-8","0.000003337860107421875","0.00002884070078531901","0.0017304420471191406","0.014649589856465658","0.8789753913879395","0.04104183514912923","2.462510108947754"
"MimicCxrImageSets","finished","-","","","2026-03-30T23:19:27.000Z","7","","partial","configs/sweep_mimic_cxr_purity1.0_seed0/27_hard.yaml","Costophrenic angle abnormality without large effusion","Clear lungs with no acute abnormality","MimicCxrImageSets","1","./data/datasets/mimic_cxr_imagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","data/knowledge_banks/mimic/mimic_image_embeddings.npy","data/knowledge_banks/mimic/mimic_image_path_to_idx.json","gaussian","cca","data/knowledge_banks/mimic/mimic_knowledge_bank_embeddings.npy","data/knowledge_banks/mimic/mimic_knowledge_bank.json","InvDiff","MimicCxrImageSets","0","true","0.5","1","1","0.015756038824717204","0.9453623294830322","7.470448811848958e-7","0.00004482269287109375","0.00014638106028238933","0.00878286361694336","4.76837158203125e-8","0.00000286102294921875","0.00014644463857014974","0.008786678314208984","0.005297911167144775","0.3178746700286865","4.3710072835286455e-8","0.0000026226043701171875","0.00002891222635904948","0.0017347335815429688","0.013391005992889404","0.8034603595733643","0.04019401470820109","2.4116408824920654"
"MimicCxrImageSets","finished","-","","","2026-03-30T23:19:14.000Z","6","","partial","configs/sweep_mimic_cxr_purity1.0_seed0/26_hard.yaml","Apical pleural thickening or scarring","Upper-lobe-predominant lung abnormality","MimicCxrImageSets","1","./data/datasets/mimic_cxr_imagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","data/knowledge_banks/mimic/mimic_image_embeddings.npy","data/knowledge_banks/mimic/mimic_image_path_to_idx.json","gaussian","cca","data/knowledge_banks/mimic/mimic_knowledge_bank_embeddings.npy","data/knowledge_banks/mimic/mimic_knowledge_bank.json","InvDiff","MimicCxrImageSets","0","true","0","0","0","0.013767556349436442","0.8260533809661865","7.62939453125e-7","0.0000457763671875","0.00014811356862386068","0.00888681411743164","3.178914388020833e-8","0.0000019073486328125","0.00014818112055460612","0.008890867233276367","0.005721902847290039","0.34331417083740234","5.1657358805338543e-8","0.0000030994415283203125","0.00002883275349934896","0.0017299652099609375","0.014140431086222332","0.8484258651733398","0.038805063565572104","2.328303813934326"
"MimicCxrImageSets","finished","-","","","2026-03-30T23:19:01.000Z","6","","partial","configs/sweep_mimic_cxr_purity1.0_seed0/25_hard.yaml","Diffuse bilateral lung opacities","Interstitial lung disease with reticular pattern","MimicCxrImageSets","1","./data/datasets/mimic_cxr_imagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","data/knowledge_banks/mimic/mimic_image_embeddings.npy","data/knowledge_banks/mimic/mimic_image_path_to_idx.json","gaussian","cca","data/knowledge_banks/mimic/mimic_knowledge_bank_embeddings.npy","data/knowledge_banks/mimic/mimic_knowledge_bank.json","InvDiff","MimicCxrImageSets","0","true","0.5","0.5","0.5","0.021279239654541017","1.276754379272461","8.026758829752604e-7","0.000048160552978515625","0.0001504977544148763","0.009029865264892578","3.5762786865234374e-8","0.0000021457672119140625","0.00015056133270263672","0.009033679962158205","0.005554723739624024","0.3332834243774414","4.76837158203125e-8","0.00000286102294921875","0.000029790401458740235","0.001787424087524414","0.015427664915720622","0.9256598949432372","0.048449846108754475","2.906990766525269"
"MimicCxrImageSets","finished","-","","","2026-03-30T23:18:47.000Z","7","","partial","configs/sweep_mimic_cxr_purity1.0_seed0/24_hard.yaml","Lower-lobe-predominant lung abnormality","Diffuse bilateral lung opacities","MimicCxrImageSets","1","./data/datasets/mimic_cxr_imagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","data/knowledge_banks/mimic/mimic_image_embeddings.npy","data/knowledge_banks/mimic/mimic_image_path_to_idx.json","gaussian","cca","data/knowledge_banks/mimic/mimic_knowledge_bank_embeddings.npy","data/knowledge_banks/mimic/mimic_knowledge_bank.json","InvDiff","MimicCxrImageSets","0","true","0.5","0.5","0.5","0.017000826199849446","1.0200495719909668","9.020169576009114e-7","0.00005412101745605469","0.00014606714248657226","0.008764028549194336","2.7815500895182292e-8","0.0000016689300537109375","0.00014612674713134765","0.00876760482788086","0.005697580178578695","0.3418548107147217","2.7815500895182292e-8","0.0000016689300537109375","0.00002886454264322917","0.00173187255859375","0.014631601174672444","0.8778960704803467","0.04283515214920044","2.5701091289520264"
"MimicCxrImageSets","finished","-","","","2026-03-30T23:18:34.000Z","6","","partial","configs/sweep_mimic_cxr_purity1.0_seed0/23_hard.yaml","Elevation of hemidiaphragm","Reduced lung volume due to atelectasis","MimicCxrImageSets","1","./data/datasets/mimic_cxr_imagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","data/knowledge_banks/mimic/mimic_image_embeddings.npy","data/knowledge_banks/mimic/mimic_image_path_to_idx.json","gaussian","cca","data/knowledge_banks/mimic/mimic_knowledge_bank_embeddings.npy","data/knowledge_banks/mimic/mimic_knowledge_bank.json","InvDiff","MimicCxrImageSets","0","true","0.5","1","1","0.015804282824198403","0.9482569694519044","7.669130961100261e-7","0.00004601478576660156","0.00014675060907999674","0.008805036544799805","3.9736429850260414e-8","0.000002384185791015625","0.00014682213465372725","0.008809328079223633","0.005526049931844076","0.33156299591064453","4.76837158203125e-8","0.00000286102294921875","0.00002903143564860026","0.0017418861389160156","0.01410723129908244","0.8464338779449463","0.04113246997197469","2.4679481983184814"
"MimicCxrImageSets","finished","-","","","2026-03-30T23:18:22.000Z","5","","partial","configs/sweep_mimic_cxr_purity1.0_seed0/22_hard.yaml","Reduced lung volume due to atelectasis","Localized lung opacity","MimicCxrImageSets","1","./data/datasets/mimic_cxr_imagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","data/knowledge_banks/mimic/mimic_image_embeddings.npy","data/knowledge_banks/mimic/mimic_image_path_to_idx.json","gaussian","cca","data/knowledge_banks/mimic/mimic_knowledge_bank_embeddings.npy","data/knowledge_banks/mimic/mimic_knowledge_bank.json","InvDiff","MimicCxrImageSets","0","true","0","0.5","0.5","0.015233270327250165","0.9139962196350098","7.430712381998698e-7","0.00004458427429199219","0.00014617443084716795","0.008770465850830078","3.5762786865234374e-8","0.0000021457672119140625","0.00014623403549194336","0.008774042129516602","0.005613064765930176","0.33678388595581055","5.1657358805338543e-8","0.0000030994415283203125","0.000028653939565022787","0.0017192363739013672","0.014507810274759928","0.8704686164855957","0.040681477387746176","2.4408886432647705"
"MimicCxrImageSets","finished","-","","","2026-03-30T23:18:09.000Z","6","","partial","configs/sweep_mimic_cxr_purity1.0_seed0/21_hard.yaml","Upper-lobe-predominant lung abnormality","Lower-lobe-predominant lung abnormality","MimicCxrImageSets","1","./data/datasets/mimic_cxr_imagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","data/knowledge_banks/mimic/mimic_image_embeddings.npy","data/knowledge_banks/mimic/mimic_image_path_to_idx.json","gaussian","cca","data/knowledge_banks/mimic/mimic_knowledge_bank_embeddings.npy","data/knowledge_banks/mimic/mimic_knowledge_bank.json","InvDiff","MimicCxrImageSets","0","true","1","1","1","0.015312743186950684","0.918764591217041","8.821487426757813e-7","0.000052928924560546875","0.00014464855194091798","0.008678913116455078","4.3710072835286455e-8","0.0000026226043701171875","0.00014471610387166342","0.008682966232299805","0.005456713835398356","0.32740283012390137","4.76837158203125e-8","0.00000286102294921875","0.00002877314885457357","0.001726388931274414","0.014311619599660238","0.8586971759796143","0.0407585342725118","2.445512056350708"
"MimicCxrImageSets","finished","-","","","2026-03-30T23:17:56.000Z","6","","partial","configs/sweep_mimic_cxr_purity1.0_seed0/20_hard.yaml","Localized lung opacity","Lower-lobe-predominant lung abnormality","MimicCxrImageSets","1","./data/datasets/mimic_cxr_imagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","data/knowledge_banks/mimic/mimic_image_embeddings.npy","data/knowledge_banks/mimic/mimic_image_path_to_idx.json","gaussian","cca","data/knowledge_banks/mimic/mimic_knowledge_bank_embeddings.npy","data/knowledge_banks/mimic/mimic_knowledge_bank.json","InvDiff","MimicCxrImageSets","0","true","0.5","0.5","0.5","0.01679230531056722","1.0075383186340332","9.099642435709636e-7","0.00005459785461425781","0.00014413992563883465","0.008648395538330078","3.5762786865234374e-8","0.0000021457672119140625","0.00014420747756958008","0.008652448654174805","0.005580381552378336","0.3348228931427002","2.7815500895182292e-8","0.0000016689300537109375","0.00002942482630411784","0.0017654895782470703","0.013085031509399414","0.7851018905639648","0.04105146725972494","2.463088035583496"
